Layer,Threshold,ThresholdLabel,Date,DailyNetTWD,DailyLongTWD,DailyShortTWD,CumNetTWD,CumLongTWD,CumShortTWD
小台全日 比例,0.7,勝率 > 70%,20221215,334.0,0.0,334.0,34432.0,9052.0,25380.0
小台全日 比例,0.7,勝率 > 70%,20230112,6352.0,0.0,6352.0,40784.0,9052.0,31732.0
小台全日 比例,0.7,勝率 > 70%,20240805,19204.0,17656.0,1548.0,59988.0,26708.0,33280.0
小台全日 比例,0.7,勝率 > 70%,20240806,7922.0,0.0,7922.0,67910.0,26708.0,41202.0
小台全日 比例,0.7,勝率 > 70%,20240807,1272.0,1272.0,0.0,69182.0,27980.0,41202.0
小台全日 比例,0.7,勝率 > 70%,20240904,1222.0,0.0,1222.0,70404.0,27980.0,42424.0
小台全日 比例,0.7,勝率 > 70%,20240906,1422.0,0.0,1422.0,71826.0,27980.0,43846.0
小台全日 比例,0.7,勝率 > 70%,20250407,57795.0,26192.0,31603.0,129621.0,54172.0,75449.0
小台全日 比例,0.7,勝率 > 70%,20250409,11044.0,9554.0,1490.0,140665.0,63726.0,76939.0
小台全日 比例,0.7,勝率 > 70%,20250410,36139.0,32712.0,3427.0,176804.0,96438.0,80366.0
小台全日 比例,0.7,勝率 > 70%,20250411,5478.0,1526.0,3952.0,182282.0,97964.0,84318.0
小台全日 比例,0.7,勝率 > 70%,20250415,26.0,26.0,0.0,182308.0,97990.0,84318.0
小台全日 比例,0.7,勝率 > 70%,20260323,16277.0,4297.0,11980.0,198585.0,102287.0,96298.0
小台全日 比例,0.7,勝率 > 70%,20260402,6998.0,6998.0,0.0,205583.0,109285.0,96298.0
小台全日 比例,0.7,勝率 > 70%,20260519,2332.0,2332.0,0.0,207915.0,111617.0,96298.0
小台全日 比例,0.7,勝率 > 70%,20260606,215852.0,208840.0,7012.0,423767.0,320457.0,103310.0
小台全日 比例,0.7,勝率 > 70%,20260608,3706.0,0.0,3706.0,427473.0,320457.0,107016.0
小台全日 比例,0.7,勝率 > 70%,20260610,24914.0,7356.0,17558.0,452387.0,327813.0,124574.0
小台全日 比例,0.7,勝率 > 70%,20260618,13944.0,0.0,13944.0,466331.0,327813.0,138518.0
小台全日 比例,0.7,勝率 > 70%,20260625,70.0,70.0,0.0,466401.0,327883.0,138518.0
小台全日 比例,0.8,勝率 > 80%,20200312,380.0,338.0,42.0,380.0,338.0,42.0
小台全日 比例,0.8,勝率 > 80%,20200313,1970.0,338.0,1632.0,2350.0,676.0,1674.0
小台全日 比例,0.8,勝率 > 80%,20200316,6318.0,194.0,6124.0,8668.0,870.0,7798.0
小台全日 比例,0.8,勝率 > 80%,20200317,880.0,488.0,392.0,9548.0,1358.0,8190.0
小台全日 比例,0.8,勝率 > 80%,20200318,946.0,0.0,946.0,10494.0,1358.0,9136.0
小台全日 比例,0.8,勝率 > 80%,20200319,1585.0,147.0,1438.0,12079.0,1505.0,10574.0
小台全日 比例,0.8,勝率 > 80%,20200320,246.0,0.0,246.0,12325.0,1505.0,10820.0
小台全日 比例,0.8,勝率 > 80%,20200323,1288.0,-1504.0,2792.0,13613.0,1.0,13612.0
小台全日 比例,0.8,勝率 > 80%,20200730,38.0,38.0,0.0,13651.0,39.0,13612.0
小台全日 比例,0.8,勝率 > 80%,20201221,686.0,0.0,686.0,14337.0,39.0,14298.0
小台全日 比例,0.8,勝率 > 80%,20210512,8246.0,3048.0,5198.0,22583.0,3087.0,19496.0
小台全日 比例,0.8,勝率 > 80%,20210517,1834.0,1834.0,0.0,24417.0,4921.0,19496.0
小台全日 比例,0.8,勝率 > 80%,20220712,4186.0,4186.0,0.0,28603.0,9107.0,19496.0
小台全日 比例,0.8,勝率 > 80%,20220922,636.0,0.0,636.0,29239.0,9107.0,20132.0
小台全日 比例,0.8,勝率 > 80%,20221013,1288.0,0.0,1288.0,30527.0,9107.0,21420.0
小台全日 比例,0.8,勝率 > 80%,20221209,1584.0,0.0,1584.0,32111.0,9107.0,23004.0
小台全日 比例,0.8,勝率 > 80%,20221213,534.0,534.0,0.0,32645.0,9641.0,23004.0
小台全日 比例,0.8,勝率 > 80%,20221215,334.0,0.0,334.0,32979.0,9641.0,23338.0
小台全日 比例,0.8,勝率 > 80%,20230112,6068.0,0.0,6068.0,39047.0,9641.0,29406.0
小台全日 比例,0.8,勝率 > 80%,20240805,18106.0,17432.0,674.0,57153.0,27073.0,30080.0
小台全日 比例,0.8,勝率 > 80%,20240806,4198.0,0.0,4198.0,61351.0,27073.0,34278.0
小台全日 比例,0.8,勝率 > 80%,20240807,1272.0,1272.0,0.0,62623.0,28345.0,34278.0
小台全日 比例,0.8,勝率 > 80%,20240906,1422.0,0.0,1422.0,64045.0,28345.0,35700.0
小台全日 比例,0.8,勝率 > 80%,20250407,53617.0,22014.0,31603.0,117662.0,50359.0,67303.0
小台全日 比例,0.8,勝率 > 80%,20250409,11044.0,9554.0,1490.0,128706.0,59913.0,68793.0
小台全日 比例,0.8,勝率 > 80%,20250410,36139.0,32712.0,3427.0,164845.0,92625.0,72220.0
小台全日 比例,0.8,勝率 > 80%,20250411,3954.0,1526.0,2428.0,168799.0,94151.0,74648.0
小台全日 比例,0.8,勝率 > 80%,20250415,26.0,26.0,0.0,168825.0,94177.0,74648.0
小台全日 比例,0.8,勝率 > 80%,20260323,16277.0,4297.0,11980.0,185102.0,98474.0,86628.0
小台全日 比例,0.8,勝率 > 80%,20260402,6998.0,6998.0,0.0,192100.0,105472.0,86628.0
小台全日 比例,0.8,勝率 > 80%,20260606,215852.0,208840.0,7012.0,407952.0,314312.0,93640.0
小台全日 比例,0.8,勝率 > 80%,20260608,3706.0,0.0,3706.0,411658.0,314312.0,97346.0
小台全日 比例,0.8,勝率 > 80%,20260610,24914.0,7356.0,17558.0,436572.0,321668.0,114904.0
小台全日 比例,0.8,勝率 > 80%,20260618,13944.0,0.0,13944.0,450516.0,321668.0,128848.0
小台全日 比例,0.8,勝率 > 80%,20260625,70.0,70.0,0.0,450586.0,321738.0,128848.0
小台全日 比例,0.9,勝率 > 90%,20200312,338.0,338.0,0.0,338.0,338.0,0.0
小台全日 比例,0.9,勝率 > 90%,20200313,826.0,338.0,488.0,1164.0,676.0,488.0
小台全日 比例,0.9,勝率 > 90%,20200316,5830.0,0.0,5830.0,6994.0,676.0,6318.0
